Order_ID,Customer_Name,Category,Sub_Category,City,Order_Date,Region,Sales,Discount,Profit,State,Profit_Margin,Sales_Category,Profit_Status
OD4975,Adavan,Beverages,Health Drinks,Dindigul,,West,2348,0.32,986.16,Tamil Nadu,42.0,Very High,Profitable
OD4976,Yadav,Bakery,Cakes,Pudukottai,,West,2268,0.19,476.28,Tamil Nadu,21.0,Very High,Profitable
OD4977,Akash,Food Grains,Atta & Flour,Viluppuram,,West,1898,0.31,512.46,Tamil Nadu,27.0,Very High,Profitable
OD4978,Shree,Oil & Masala,Masalas,Bodi,,West,1158,0.14,138.96,Tamil Nadu,12.000000000000002,Very High,Profitable
OD4979,Yusuf,Oil & Masala,Masalas,Dindigul,2017-12-11,West,1541,0.2,600.99,Tamil Nadu,39.0,Very High,Profitable
OD4980,Haseena,Fruits & Veggies,Organic Fruits,Viluppuram,,West,2388,0.28,214.92,Tamil Nadu,9.0,Very High,Profitable
OD4981,Alan,Food Grains,Dals & Pulses,Tirunelveli,2016-04-05,West,2484,0.16,869.4,Tamil Nadu,35.0,Very High,Profitable
OD4982,Adavan,Oil & Masala,Spices,Madurai,2016-11-02,West,917,0.17,183.4,Tamil Nadu,20.0,High,Profitable
OD4983,Alan,Food Grains,Rice,Madurai,,West,1123,0.31,56.15,Tamil Nadu,5.0,Very High,Profitable
OD4984,Veronica,Snacks,Cookies,Cumbum,,West,1646,0.35,246.9,Tamil Nadu,15.0,Very High,Profitable
OD4985,Vidya,Oil & Masala,Masalas,Karur,2017-09-04,West,1532,0.32,91.92,Tamil Nadu,6.0,Very High,Profitable
OD4986,Muneer,Food Grains,Atta & Flour,Viluppuram,2018-09-11,West,2261,0.34,972.23,Tamil Nadu,43.0,Very High,Profitable
OD4987,Shree,Bakery,Breads & Buns,Dharmapuri,,West,2139,0.2,641.7,Tamil Nadu,30.000000000000004,Very High,Profitable
OD4988,Sudha,Oil & Masala,Spices,Tirunelveli,,West,1836,0.28,385.56,Tamil Nadu,21.0,Very High,Profitable
OD4989,Roshan,Fruits & Veggies,Fresh Vegetables,Dindigul,,Central,874,0.34,253.46,Tamil Nadu,29.000000000000004,High,Profitable
OD4990,Roshan,Snacks,Chocolates,Kanyakumari,,Central,640,0.22,44.8,Tamil Nadu,6.999999999999999,High,Profitable
OD4991,Aditi,"Eggs, Meat & Fish",Fish,Kanyakumari,2017-03-03,Central,1868,0.26,616.44,Tamil Nadu,33.0,Very High,Profitable
OD4992,Yadav,Oil & Masala,Edible Oil & Ghee,Ooty,2016-10-12,Central,726,0.34,36.3,Tamil Nadu,5.0,High,Profitable
OD4993,Vidya,Bakery,Cakes,Dindigul,2015-09-07,Central,723,0.3,72.3,Tamil Nadu,10.0,High,Profitable
OD4994,Aditi,"Eggs, Meat & Fish",Mutton,Chennai,2016-10-12,Central,2226,0.23,200.34,Tamil Nadu,9.0,Very High,Profitable
OD4995,Yadav,Snacks,Cookies,Bodi,,Central,1512,0.14,105.84,Tamil Nadu,7.000000000000001,Very High,Profitable
OD4996,Arvind,Beverages,Health Drinks,Nagercoil,,Central,959,0.23,201.39,Tamil Nadu,21.0,High,Profitable
OD4997,Aditi,Fruits & Veggies,Fresh Fruits,Cumbum,2018-09-10,Central,894,0.18,232.44,Tamil Nadu,26.0,High,Profitable
OD4998,Rumaiza,"Eggs, Meat & Fish",Mutton,Krishnagiri,,Central,2474,0.21,272.14,Tamil Nadu,11.0,Very High,Profitable
OD4999,Muneer,Fruits & Veggies,Organic Vegetables,Chennai,2018-12-09,Central,1794,0.17,699.66,Tamil Nadu,38.99999999999999,Very High,Profitable
OD5000,Arutra,Snacks,Cookies,Kanyakumari,2018-09-10,Central,2280,0.28,820.8,Tamil Nadu,36.0,Very High,Profitable
OD5001,Suresh,Fruits & Veggies,Organic Vegetables,Virudhunagar,,Central,2389,0.24,907.82,Tamil Nadu,38.0,Very High,Profitable
OD5002,Veena,Fruits & Veggies,Fresh Fruits,Tirunelveli,2017-08-03,Central,536,0.22,209.04,Tamil Nadu,38.99999999999999,High,Profitable
OD5003,Vidya,Food Grains,Organic Staples,Ramanadhapuram,,Central,669,0.12,294.36,Tamil Nadu,44.0,High,Profitable
OD5004,Yadav,Oil & Masala,Spices,Chennai,,Central,600,0.3,72.0,Tamil Nadu,12.0,High,Profitable
OD5005,Komal,Beverages,Soft Drinks,Karur,,Central,2235,0.1,894.0,Tamil Nadu,40.0,Very High,Profitable
OD5006,Vidya,Snacks,Chocolates,Trichy,2016-07-12,Central,1053,0.29,442.26,Tamil Nadu,42.0,Very High,Profitable
OD5007,Alan,Beverages,Soft Drinks,Chennai,2015-09-02,Central,932,0.15,316.88,Tamil Nadu,34.0,High,Profitable
OD5008,Adavan,Snacks,Chocolates,Dindigul,,Central,1203,0.34,324.81,Tamil Nadu,27.0,Very High,Profitable
OD5009,Yusuf,Bakery,Breads & Buns,Coimbatore,,Central,542,0.24,81.3,Tamil Nadu,15.0,High,Profitable
OD5010,Malik,Fruits & Veggies,Fresh Fruits,Salem,,Central,2079,0.24,519.75,Tamil Nadu,25.0,Very High,Profitable
OD5011,Vince,Snacks,Noodles,Ooty,,Central,1394,0.18,236.98,Tamil Nadu,17.0,Very High,Profitable
OD5012,Ganesh,Oil & Masala,Spices,Ramanadhapuram,,Central,2310,0.18,600.6,Tamil Nadu,26.0,Very High,Profitable
OD5013,Peer,"Eggs, Meat & Fish",Fish,Karur,2015-07-12,Central,1431,0.2,286.2,Tamil Nadu,20.0,Very High,Profitable
OD5014,Ravi,Food Grains,Dals & Pulses,Trichy,,Central,1975,0.16,849.25,Tamil Nadu,43.0,Very High,Profitable
OD5015,Peer,"Eggs, Meat & Fish",Fish,Karur,2016-07-12,Central,864,0.25,86.4,Tamil Nadu,10.0,High,Profitable
OD5016,Mathew,Oil & Masala,Edible Oil & Ghee,Kanyakumari,,Central,1985,0.13,397.0,Tamil Nadu,20.0,Very High,Profitable
OD5017,Alan,"Eggs, Meat & Fish",Mutton,Viluppuram,2016-01-03,Central,1371,0.25,191.94,Tamil Nadu,13.999999999999998,Very High,Profitable
OD5018,Shah,"Eggs, Meat & Fish",Eggs,Ooty,2017-09-10,Central,777,0.28,341.88,Tamil Nadu,44.0,High,Profitable
OD5019,Muneer,Food Grains,Rice,Vellore,,Central,2330,0.23,1001.9,Tamil Nadu,43.0,Very High,Profitable
OD5020,Arvind,Fruits & Veggies,Fresh Vegetables,Chennai,2016-02-09,Central,547,0.23,153.16,Tamil Nadu,27.999999999999996,High,Profitable
OD5021,Ravi,Beverages,Health Drinks,Pudukottai,2017-08-12,Central,839,0.15,159.41,Tamil Nadu,19.0,High,Profitable
OD5022,Suresh,Snacks,Noodles,Namakkal,2016-07-12,Central,1848,0.2,462.0,Tamil Nadu,25.0,Very High,Profitable
OD5023,Surya,Fruits & Veggies,Fresh Fruits,Krishnagiri,,Central,1018,0.11,244.32,Tamil Nadu,24.0,Very High,Profitable
OD5024,Adavan,Fruits & Veggies,Fresh Fruits,Coimbatore,,Central,2117,0.3,127.02,Tamil Nadu,6.0,Very High,Profitable
OD5025,Vinne,"Eggs, Meat & Fish",Eggs,Cumbum,2016-10-11,East,1055,0.32,94.95,Tamil Nadu,9.0,Very High,Profitable
OD5026,Arutra,Oil & Masala,Spices,Tirunelveli,,East,1089,0.32,141.57,Tamil Nadu,13.0,Very High,Profitable
OD5027,James,Bakery,Biscuits,Bodi,,East,2321,0.11,974.82,Tamil Nadu,42.00000000000001,Very High,Profitable
OD5028,Yusuf,Oil & Masala,Masalas,Coimbatore,,East,840,0.25,361.2,Tamil Nadu,43.0,High,Profitable
OD5029,Sudeep,Oil & Masala,Edible Oil & Ghee,Dindigul,2017-09-06,East,1317,0.26,223.89,Tamil Nadu,17.0,Very High,Profitable
OD5030,Veronica,Fruits & Veggies,Fresh Fruits,Ooty,2016-11-09,East,2186,0.24,546.5,Tamil Nadu,25.0,Very High,Profitable
OD5031,Hussain,Beverages,Health Drinks,Pudukottai,,East,2483,0.21,744.9,Tamil Nadu,30.0,Very High,Profitable
OD5032,Yusuf,Oil & Masala,Masalas,Tirunelveli,2018-11-05,East,558,0.33,61.38,Tamil Nadu,11.0,High,Profitable
OD5033,Komal,Fruits & Veggies,Fresh Vegetables,Tenkasi,,East,1290,0.34,503.1,Tamil Nadu,39.0,Very High,Profitable
OD5034,Roshan,Food Grains,Dals & Pulses,Bodi,,East,1699,0.26,101.94,Tamil Nadu,6.0,Very High,Profitable
OD5035,Shree,"Eggs, Meat & Fish",Eggs,Salem,2017-06-11,East,637,0.25,248.43,Tamil Nadu,39.0,High,Profitable
OD5036,Roshan,Snacks,Chocolates,Tirunelveli,2015-03-05,East,948,0.35,75.84,Tamil Nadu,8.0,High,Profitable
OD5037,Krithika,Bakery,Cakes,Nagercoil,2017-12-01,East,1766,0.22,317.88,Tamil Nadu,18.0,Very High,Profitable
OD5038,Ridhesh,"Eggs, Meat & Fish",Fish,Chennai,,East,797,0.17,135.49,Tamil Nadu,17.0,High,Profitable
OD5039,Vinne,Snacks,Chocolates,Viluppuram,,East,1002,0.21,200.4,Tamil Nadu,20.0,Very High,Profitable
OD5040,Komal,Beverages,Health Drinks,Ramanadhapuram,2016-10-09,East,633,0.21,151.92,Tamil Nadu,24.0,High,Profitable
OD5041,Ravi,"Eggs, Meat & Fish",Chicken,Viluppuram,2018-05-12,East,887,0.35,301.58,Tamil Nadu,34.0,High,Profitable
OD5042,Kumar,"Eggs, Meat & Fish",Fish,Bodi,2016-11-09,East,1768,0.17,335.92,Tamil Nadu,19.0,Very High,Profitable
OD5043,Sudeep,Food Grains,Dals & Pulses,Krishnagiri,,East,2274,0.24,750.42,Tamil Nadu,32.99999999999999,Very High,Profitable
OD5044,Yusuf,Food Grains,Atta & Flour,Salem,,East,2405,0.22,793.65,Tamil Nadu,33.0,Very High,Profitable
OD5045,Esther,Fruits & Veggies,Fresh Fruits,Coimbatore,2016-12-04,East,2395,0.28,1053.8,Tamil Nadu,44.0,Very High,Profitable
OD5046,Sheeba,Food Grains,Rice,Coimbatore,2018-07-11,East,1597,0.15,351.34,Tamil Nadu,21.999999999999996,Very High,Profitable
OD5047,Yusuf,"Eggs, Meat & Fish",Eggs,Chennai,,East,1673,0.17,368.06,Tamil Nadu,22.0,Very High,Profitable
OD5048,Ramesh,Fruits & Veggies,Organic Vegetables,Pudukottai,,East,1211,0.26,266.42,Tamil Nadu,22.0,Very High,Profitable
OD5049,Arutra,Oil & Masala,Masalas,Pudukottai,,East,1890,0.35,378.0,Tamil Nadu,20.0,Very High,Profitable
OD5050,Ganesh,Snacks,Cookies,Namakkal,,East,781,0.23,351.45,Tamil Nadu,45.0,High,Profitable
OD5051,Mathew,Food Grains,Rice,Namakkal,,East,1097,0.18,460.74,Tamil Nadu,42.0,Very High,Profitable
OD5052,Veena,Fruits & Veggies,Organic Fruits,Tirunelveli,,East,1140,0.29,114.0,Tamil Nadu,10.0,Very High,Profitable
OD5053,Veronica,Food Grains,Atta & Flour,Ooty,,East,2227,0.19,690.37,Tamil Nadu,31.0,Very High,Profitable
OD5054,Ram,Food Grains,Atta & Flour,Pudukottai,,East,2190,0.17,175.2,Tamil Nadu,8.0,Very High,Profitable
OD5055,James,Beverages,Health Drinks,Ramanadhapuram,2016-12-05,East,1710,0.2,102.6,Tamil Nadu,6.0,Very High,Profitable
OD5056,Amy,Beverages,Health Drinks,Kanyakumari,,East,583,0.21,46.64,Tamil Nadu,8.0,High,Profitable
OD5057,Peer,Fruits & Veggies,Organic Vegetables,Nagercoil,,East,543,0.18,244.35,Tamil Nadu,45.0,High,Profitable
OD5058,Komal,"Eggs, Meat & Fish",Mutton,Pudukottai,,East,1887,0.25,547.23,Tamil Nadu,29.000000000000004,Very High,Profitable
OD5059,Jackson,"Eggs, Meat & Fish",Fish,Madurai,,East,2421,0.33,919.98,Tamil Nadu,38.0,Very High,Profitable
OD5060,Sabeela,Oil & Masala,Masalas,Tirunelveli,2015-09-09,East,2097,0.17,733.95,Tamil Nadu,35.0,Very High,Profitable
OD5061,Sudeep,Beverages,Soft Drinks,Dindigul,,East,2410,0.27,457.9,Tamil Nadu,19.0,Very High,Profitable
OD5062,Surya,Oil & Masala,Spices,Ooty,2015-09-09,East,1947,0.24,194.7,Tamil Nadu,10.0,Very High,Profitable
OD5063,Anu,Oil & Masala,Spices,Nagercoil,,East,2466,0.26,295.92,Tamil Nadu,12.000000000000002,Very High,Profitable
OD5064,Verma,Food Grains,Organic Staples,Theni,,East,884,0.15,176.8,Tamil Nadu,20.0,High,Profitable
OD5065,Sudha,Snacks,Cookies,Virudhunagar,2015-12-01,East,672,0.31,114.24,Tamil Nadu,17.0,High,Profitable
OD5066,Esther,Fruits & Veggies,Fresh Fruits,Theni,,East,1068,0.34,331.08,Tamil Nadu,31.0,Very High,Profitable
OD5067,Amy,Fruits & Veggies,Fresh Vegetables,Dharmapuri,,East,2126,0.28,425.2,Tamil Nadu,20.0,Very High,Profitable
OD5068,Arvind,Bakery,Biscuits,Karur,,East,865,0.13,233.55,Tamil Nadu,27.0,High,Profitable
OD5069,Veronica,Beverages,Health Drinks,Theni,,East,1303,0.18,221.51,Tamil Nadu,17.0,Very High,Profitable
OD5070,Kumar,Oil & Masala,Spices,Chennai,2016-07-09,East,830,0.21,348.6,Tamil Nadu,42.00000000000001,High,Profitable
OD5071,Vince,Oil & Masala,Spices,Krishnagiri,,East,795,0.15,127.2,Tamil Nadu,16.0,High,Profitable
OD5072,Rumaiza,Bakery,Biscuits,Madurai,,East,2292,0.25,229.2,Tamil Nadu,10.0,Very High,Profitable
OD5073,Adavan,Snacks,Cookies,Ooty,,East,1087,0.18,173.92,Tamil Nadu,15.999999999999998,Very High,Profitable
OD5074,Anu,Snacks,Chocolates,Kanyakumari,,East,2043,0.16,143.01,Tamil Nadu,6.999999999999999,Very High,Profitable
OD5075,Ganesh,Bakery,Biscuits,Perambalur,,South,860,0.19,206.4,Tamil Nadu,24.000000000000004,High,Profitable
OD5076,Amy,Bakery,Cakes,Cumbum,,South,846,0.35,42.3,Tamil Nadu,5.0,High,Profitable
OD5077,Mathew,Bakery,Biscuits,Theni,2018-12-09,South,565,0.31,62.15,Tamil Nadu,11.0,High,Profitable
OD5078,Shah,"Eggs, Meat & Fish",Eggs,Tirunelveli,2017-12-05,South,1464,0.35,146.4,Tamil Nadu,10.0,Very High,Profitable
OD5079,Vinne,Oil & Masala,Spices,Trichy,,South,760,0.29,281.2,Tamil Nadu,37.0,High,Profitable
OD5080,Verma,"Eggs, Meat & Fish",Chicken,Vellore,2015-08-06,South,2426,0.22,970.4,Tamil Nadu,40.0,Very High,Profitable
OD5081,Alan,Snacks,Noodles,Cumbum,,South,1050,0.19,472.5,Tamil Nadu,45.0,Very High,Profitable
OD5082,Anu,Snacks,Chocolates,Coimbatore,,South,868,0.32,147.56,Tamil Nadu,17.0,High,Profitable
OD5083,Amy,Fruits & Veggies,Organic Vegetables,Salem,2018-12-09,South,1265,0.34,392.15,Tamil Nadu,31.0,Very High,Profitable
OD5084,Ganesh,Fruits & Veggies,Fresh Vegetables,Theni,2017-02-02,South,1949,0.31,545.72,Tamil Nadu,28.000000000000004,Very High,Profitable
OD5085,Shah,Food Grains,Organic Staples,Kanyakumari,2016-11-08,South,2353,0.17,1011.79,Tamil Nadu,43.0,Very High,Profitable
OD5086,Suresh,Fruits & Veggies,Fresh Fruits,Coimbatore,,South,2200,0.27,902.0,Tamil Nadu,41.0,Very High,Profitable
OD5087,Vince,Food Grains,Dals & Pulses,Nagercoil,2016-12-06,South,2053,0.23,739.08,Tamil Nadu,36.00000000000001,Very High,Profitable
OD5088,Veronica,Food Grains,Atta & Flour,Tenkasi,2018-12-03,South,2325,0.12,1046.25,Tamil Nadu,45.0,Very High,Profitable
OD5089,Alan,"Eggs, Meat & Fish",Chicken,Coimbatore,2018-08-07,South,2415,0.15,120.75,Tamil Nadu,5.0,Very High,Profitable
OD5090,James,Oil & Masala,Masalas,Cumbum,2015-05-02,South,537,0.34,53.7,Tamil Nadu,10.0,High,Profitable
OD5091,Yadav,Food Grains,Organic Staples,Namakkal,2017-09-05,South,1273,0.24,343.71,Tamil Nadu,26.999999999999996,Very High,Profitable
OD5092,Peer,Beverages,Soft Drinks,Pudukottai,2015-04-11,South,1867,0.24,448.08,Tamil Nadu,24.0,Very High,Profitable
OD5093,Veena,Food Grains,Dals & Pulses,Madurai,,South,2298,0.18,505.56,Tamil Nadu,22.0,Very High,Profitable
OD5094,Veena,Oil & Masala,Masalas,Coimbatore,2015-04-11,South,682,0.31,170.5,Tamil Nadu,25.0,High,Profitable
OD5095,Aditi,Bakery,Cakes,Salem,,South,2126,0.35,935.44,Tamil Nadu,44.0,Very High,Profitable
OD5096,Sharon,"Eggs, Meat & Fish",Eggs,Pudukottai,,West,1878,0.18,131.46,Tamil Nadu,7.000000000000001,Very High,Profitable
OD5097,Malik,Oil & Masala,Spices,Kanyakumari,,West,1202,0.2,168.28,Tamil Nadu,14.000000000000002,Very High,Profitable
OD5098,Amrish,Beverages,Health Drinks,Kanyakumari,,West,1867,0.34,317.39,Tamil Nadu,17.0,Very High,Profitable
OD5099,Surya,Snacks,Cookies,Viluppuram,2016-06-04,West,639,0.21,166.14,Tamil Nadu,25.999999999999996,High,Profitable
OD5100,Hussain,Beverages,Health Drinks,Chennai,,West,739,0.19,169.97,Tamil Nadu,23.0,High,Profitable
OD5101,Veronica,Snacks,Chocolates,Nagercoil,,West,2050,0.12,676.5,Tamil Nadu,33.0,Very High,Profitable
OD5102,Alan,Oil & Masala,Spices,Vellore,2016-09-12,West,2498,0.29,749.4,Tamil Nadu,30.0,Very High,Profitable
OD5103,Sudeep,"Eggs, Meat & Fish",Mutton,Karur,2016-06-04,West,2380,0.35,214.2,Tamil Nadu,9.0,Very High,Profitable
OD5104,Esther,Snacks,Chocolates,Ooty,,West,1789,0.29,178.9,Tamil Nadu,10.0,Very High,Profitable
OD5105,Adavan,Food Grains,Rice,Viluppuram,,West,1736,0.22,711.76,Tamil Nadu,41.0,Very High,Profitable
OD5106,Suresh,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,,West,2399,0.13,359.85,Tamil Nadu,15.000000000000002,Very High,Profitable
OD5107,Sudeep,Bakery,Breads & Buns,Pudukottai,2018-11-03,West,2191,0.24,832.58,Tamil Nadu,38.0,Very High,Profitable
OD5108,Sabeela,Oil & Masala,Masalas,Kanyakumari,2017-11-05,West,2114,0.15,486.22,Tamil Nadu,23.0,Very High,Profitable
OD5109,Vince,Oil & Masala,Spices,Ooty,,West,1040,0.1,52.0,Tamil Nadu,5.0,Very High,Profitable
OD5110,Mathew,Fruits & Veggies,Organic Vegetables,Kanyakumari,,West,1957,0.29,743.66,Tamil Nadu,38.0,Very High,Profitable
OD5111,Jackson,Bakery,Cakes,Nagercoil,,West,2343,0.33,773.19,Tamil Nadu,33.0,Very High,Profitable
OD5112,Sudeep,"Eggs, Meat & Fish",Eggs,Krishnagiri,,West,1748,0.2,87.4,Tamil Nadu,5.0,Very High,Profitable
OD5113,Harish,Oil & Masala,Masalas,Namakkal,,West,888,0.11,248.64,Tamil Nadu,27.999999999999996,High,Profitable
OD5114,Komal,Oil & Masala,Spices,Bodi,2018-10-12,West,1141,0.23,171.15,Tamil Nadu,15.0,Very High,Profitable
OD5115,Mathew,Snacks,Noodles,Bodi,,West,1787,0.11,661.19,Tamil Nadu,37.00000000000001,Very High,Profitable
OD5116,Alan,Snacks,Cookies,Madurai,,West,1360,0.33,340.0,Tamil Nadu,25.0,Very High,Profitable
OD5117,Veena,Fruits & Veggies,Organic Fruits,Cumbum,,West,1699,0.21,84.95,Tamil Nadu,5.0,Very High,Profitable
OD5118,Vinne,Fruits & Veggies,Organic Vegetables,Namakkal,,West,1183,0.28,485.03,Tamil Nadu,41.0,Very High,Profitable
OD5119,Sabeela,Snacks,Noodles,Ooty,,West,862,0.29,103.44,Tamil Nadu,12.0,High,Profitable
OD5120,Vince,"Eggs, Meat & Fish",Mutton,Bodi,,West,538,0.21,118.36,Tamil Nadu,22.0,High,Profitable
OD5121,Harish,Bakery,Biscuits,Ramanadhapuram,,West,644,0.22,167.44,Tamil Nadu,26.0,High,Profitable
OD5122,Suresh,Bakery,Breads & Buns,Salem,,West,2025,0.16,405.0,Tamil Nadu,20.0,Very High,Profitable
OD5123,Esther,Bakery,Cakes,Perambalur,2016-06-09,West,1889,0.22,113.34,Tamil Nadu,6.000000000000001,Very High,Profitable
OD5124,Yadav,"Eggs, Meat & Fish",Fish,Virudhunagar,,West,1155,0.22,334.95,Tamil Nadu,28.999999999999996,Very High,Profitable
OD5125,Komal,Oil & Masala,Masalas,Cumbum,2018-06-12,West,629,0.33,194.99,Tamil Nadu,31.0,High,Profitable
OD5126,Muneer,Oil & Masala,Edible Oil & Ghee,Tirunelveli,2016-04-11,West,1212,0.12,109.08,Tamil Nadu,9.0,Very High,Profitable
OD5127,Akash,Bakery,Biscuits,Vellore,,West,2039,0.16,876.77,Tamil Nadu,43.0,Very High,Profitable
OD5128,Rumaiza,Fruits & Veggies,Fresh Vegetables,Chennai,2018-12-10,West,2113,0.18,169.04,Tamil Nadu,8.0,Very High,Profitable
OD5129,Komal,"Eggs, Meat & Fish",Chicken,Vellore,,West,527,0.22,184.45,Tamil Nadu,35.0,High,Profitable
OD5130,Jonas,Bakery,Biscuits,Tirunelveli,,West,2353,0.13,588.25,Tamil Nadu,25.0,Very High,Profitable
OD5131,Jackson,Beverages,Health Drinks,Bodi,2017-07-07,West,1652,0.16,280.84,Tamil Nadu,17.0,Very High,Profitable
OD5132,Surya,Beverages,Soft Drinks,Virudhunagar,,West,1476,0.25,457.56,Tamil Nadu,31.0,Very High,Profitable
OD5133,Haseena,Oil & Masala,Edible Oil & Ghee,Viluppuram,2018-06-11,West,2115,0.3,803.7,Tamil Nadu,38.0,Very High,Profitable
OD5134,Amy,Fruits & Veggies,Fresh Fruits,Cumbum,,West,2373,0.16,355.95,Tamil Nadu,15.0,Very High,Profitable
OD5135,Sudeep,Beverages,Soft Drinks,Karur,2015-08-04,West,2238,0.26,447.6,Tamil Nadu,20.0,Very High,Profitable
OD5136,Amrish,Snacks,Noodles,Coimbatore,,West,1393,0.25,515.41,Tamil Nadu,37.0,Very High,Profitable
OD5137,Haseena,Snacks,Cookies,Tenkasi,2018-12-03,West,1056,0.14,359.04,Tamil Nadu,34.0,Very High,Profitable
OD5138,Esther,Beverages,Soft Drinks,Salem,,West,1813,0.11,199.43,Tamil Nadu,11.0,Very High,Profitable
OD5139,Amrish,Snacks,Cookies,Perambalur,,West,1052,0.19,252.48,Tamil Nadu,24.0,Very High,Profitable
OD5140,Amrish,Food Grains,Atta & Flour,Madurai,2018-12-03,West,1722,0.18,309.96,Tamil Nadu,18.0,Very High,Profitable
OD5141,Amrish,Bakery,Cakes,Ramanadhapuram,,West,659,0.15,230.65,Tamil Nadu,35.0,High,Profitable
OD5142,Hussain,"Eggs, Meat & Fish",Mutton,Tirunelveli,,West,1841,0.3,644.35,Tamil Nadu,35.0,Very High,Profitable
OD5143,Jonas,Fruits & Veggies,Organic Vegetables,Salem,,Central,1908,0.1,744.12,Tamil Nadu,39.0,Very High,Profitable
OD5144,Muneer,Beverages,Health Drinks,Perambalur,2018-12-04,Central,1610,0.34,531.3,Tamil Nadu,32.99999999999999,Very High,Profitable
OD5145,Hussain,Fruits & Veggies,Organic Vegetables,Tenkasi,2018-09-07,Central,1294,0.24,439.96,Tamil Nadu,34.0,Very High,Profitable
OD5146,Sharon,Oil & Masala,Edible Oil & Ghee,Madurai,,Central,2181,0.21,697.92,Tamil Nadu,32.0,Very High,Profitable
OD5147,Veena,Beverages,Soft Drinks,Theni,2017-09-01,Central,532,0.3,63.84,Tamil Nadu,12.000000000000002,High,Profitable
OD5148,Ravi,Beverages,Health Drinks,Namakkal,2017-12-09,Central,651,0.16,240.87,Tamil Nadu,37.0,High,Profitable
OD5149,Mathew,Beverages,Soft Drinks,Nagercoil,2018-08-05,Central,920,0.29,64.4,Tamil Nadu,7.000000000000001,High,Profitable
OD5150,Arvind,"Eggs, Meat & Fish",Fish,Cumbum,2018-03-03,Central,595,0.35,178.5,Tamil Nadu,30.0,High,Profitable
OD5151,Amy,"Eggs, Meat & Fish",Mutton,Kanyakumari,2017-12-09,Central,1195,0.33,478.0,Tamil Nadu,40.0,Very High,Profitable
OD5152,Sharon,"Eggs, Meat & Fish",Eggs,Ooty,2016-03-05,Central,2038,0.29,733.68,Tamil Nadu,36.0,Very High,Profitable
OD5153,Yadav,Bakery,Breads & Buns,Virudhunagar,2016-06-01,Central,974,0.19,185.06,Tamil Nadu,19.0,High,Profitable
OD5154,Krithika,Snacks,Chocolates,Karur,2016-06-01,Central,1272,0.26,508.8,Tamil Nadu,40.0,Very High,Profitable
OD5155,Yusuf,Snacks,Noodles,Perambalur,2017-11-11,Central,1278,0.15,575.1,Tamil Nadu,45.0,Very High,Profitable
OD5156,Jackson,Beverages,Health Drinks,Bodi,,Central,1727,0.2,189.97,Tamil Nadu,11.0,Very High,Profitable
OD5157,Willams,Food Grains,Rice,Tenkasi,,Central,2108,0.13,653.48,Tamil Nadu,31.0,Very High,Profitable
OD5158,Veronica,Oil & Masala,Spices,Theni,,Central,2345,0.11,422.1,Tamil Nadu,18.000000000000004,Very High,Profitable
OD5159,Adavan,"Eggs, Meat & Fish",Eggs,Karur,,Central,964,0.14,318.12,Tamil Nadu,33.0,High,Profitable
OD5160,Sudha,Food Grains,Atta & Flour,Krishnagiri,2018-12-08,Central,552,0.14,138.0,Tamil Nadu,25.0,High,Profitable
OD5161,Haseena,Bakery,Breads & Buns,Dharmapuri,,Central,2266,0.32,362.56,Tamil Nadu,16.0,Very High,Profitable
OD5162,Willams,Fruits & Veggies,Organic Vegetables,Nagercoil,,Central,1193,0.27,202.81,Tamil Nadu,17.0,Very High,Profitable
OD5163,Shah,"Eggs, Meat & Fish",Fish,Madurai,,Central,2139,0.13,213.9,Tamil Nadu,10.0,Very High,Profitable
OD5164,Hussain,"Eggs, Meat & Fish",Chicken,Vellore,2016-05-08,Central,1555,0.3,93.3,Tamil Nadu,6.0,Very High,Profitable
OD5165,Kumar,"Eggs, Meat & Fish",Chicken,Madurai,,Central,1936,0.27,425.92,Tamil Nadu,22.0,Very High,Profitable
OD5166,Yadav,"Eggs, Meat & Fish",Fish,Trichy,,Central,2459,0.34,1008.19,Tamil Nadu,41.0,Very High,Profitable
OD5167,Muneer,Fruits & Veggies,Fresh Fruits,Virudhunagar,,Central,2106,0.17,926.64,Tamil Nadu,44.0,Very High,Profitable
OD5168,Vidya,Oil & Masala,Spices,Nagercoil,2018-08-07,Central,883,0.18,220.75,Tamil Nadu,25.0,High,Profitable
OD5169,Hussain,Oil & Masala,Masalas,Dharmapuri,,Central,1034,0.14,268.84,Tamil Nadu,25.999999999999996,Very High,Profitable
OD5170,Ram,Snacks,Noodles,Vellore,2017-04-03,Central,1571,0.21,219.94,Tamil Nadu,13.999999999999998,Very High,Profitable
OD5171,Alan,"Eggs, Meat & Fish",Eggs,Bodi,2016-11-08,Central,2117,0.13,910.31,Tamil Nadu,43.0,Very High,Profitable
OD5172,Yusuf,"Eggs, Meat & Fish",Eggs,Coimbatore,,Central,1149,0.27,333.21,Tamil Nadu,28.999999999999996,Very High,Profitable
OD5173,Komal,"Eggs, Meat & Fish",Chicken,Coimbatore,2018-12-02,Central,1908,0.29,782.28,Tamil Nadu,41.0,Very High,Profitable
OD5174,Amrish,Bakery,Breads & Buns,Ramanadhapuram,2015-12-03,Central,1932,0.35,270.48,Tamil Nadu,14.000000000000002,Very High,Profitable
